taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_species.report,W133-25PVC-2-17_kraken2_bracken_species.report,W132-25PVC-1-17_kraken2_bracken_species.report,W131-25PET-3-17_kraken2_bracken_species.report,W130-25PET-2-17_kraken2_bracken_species.report,W129-25PET-1-17_kraken2_bracken_species.report,W128-25PE0.6-3-17_kraken2_bracken_species.report,W127-25PE0.6-2-17_kraken2_bracken_species.report,W126-25PE0.6-1-17_kraken2_bracken_species.report,W125-25S-3-17_kraken2_bracken_species.report,W124-25S-2-17_kraken2_bracken_species.report,W123-25S-1-17_kraken2_bracken_species.report,Q66-25S-3-0_kraken2_bracken_species.report,Q65-25S-2-0_kraken2_bracken_species.report,Q64-25S-1-0_kraken2_bracken_species.report,Q63-25PVC-3-11_kraken2_bracken_species.report,Q62-25PVC-2-11_kraken2_bracken_species.report,Q61-25PVC-1-11_kraken2_bracken_species.report,Q60-25PET-3-11_kraken2_bracken_species.report,Q59-25PET-2-11_kraken2_bracken_species.report,Q58-25PET-1-11_kraken2_bracken_species.report,Q57-25PE0.6-3-11_kraken2_bracken_species.report,Q56-25PE0.6-2-11_kraken2_bracken_species.report,Q55-25PE0.6-1-11_kraken2_bracken_species.report,Q54-25S-3-11_kraken2_bracken_species.report,Q53-25S-2-11_kraken2_bracken_species.report,Q52-25S-1-11_kraken2_bracken_species.report,Q51-25PVC-3-3_kraken2_bracken_species.report,Q50-25PVC-2-3_kraken2_bracken_species.report,Q49-25PVC-1-3_kraken2_bracken_species.report,Q48-25PET-3-3_kraken2_bracken_species.report,Q47-25PET-2-3_kraken2_bracken_species.report,Q46-25PET-1-3_kraken2_bracken_species.report,Q45-25PE0.6-3-3_kraken2_bracken_species.report,Q44-25PE0.6-2-3_kraken2_bracken_species.report,Q43-25PE0.6-1-3_kraken2_bracken_species.report,Q42-25S-3-3_kraken2_bracken_species.report,Q41-25S-2-3_kraken2_bracken_species.report,Q40-25S-1-3_kraken2_bracken_species.report,Q34-25PE0.1-2-11_kraken2_bracken_species.report,Q33-25PE0.1-1-11_kraken2_bracken_species.report,Q32-25PE0.1-2-3_kraken2_bracken_species.report,Q31-25PE0.1-1-3_kraken2_bracken_species.report
S,2867020,                    Ruegeria sp. B32,0.0,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,
S,2867021,                    Sulfitobacter sp. M368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
S,2867022,                    Sulfitobacter sp. S190,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.0
S,2867023,                    Sulfitobacter sp. S223,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,0.0,
S,2867025,                    Sulfitobacter sp. W027,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,,
G1,2867121,                  Streptomyces violaceoruber group,,0.0,0.0,0.01,0.01,,,0.01,,,,0.0,0.0,0.01,,,,,,,,0.0,,,0.01,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.01
S,2867231,                  Qipengyuania gelatinilytica,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
S,2867233,                  Qipengyuania aurantiaca,0.04,0.03,0.03,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.04,0.04,0.0,0.0,0.0,0.03,0.04,0.04,0.02,0.01,0.02,0.03,0.03,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.04,0.04,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.03,0.04,0.03
S,2867236,                  Qipengyuania xiapuensis,0.02,0.02,0.02,0.01,0.0,0.0,0.01,0.02,0.02,0.01,0.01,0.01,0.0,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02
S,2867238,                  Qipengyuania psychrotolerans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2867264,                  Pseudomonas phytophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
F,2867375,              Desulfallaceae,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0
G,2867376,                Desulfoscipio,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,0.0
S,2867408,                    Pseudomonas sp. 3-2,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
S,2867410,                  Streptomyces profundus,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,
S,2870339,                  Ottowia caeni,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
S,2870346,                    Enterobacter sp. C2,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
S,2870563,                      Methanobrevibacter sp. TLL-48-HuF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
G,2870712,                Pararoseomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1,2870718,                  unclassified Pararoseomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2870839,                      Flavobacterium agricola,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0
S,2870840,                    Pseudomonas sp. DR208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
S,2870860,                    Pseudomonas sp. DNDY-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
S,2871095,                    Pseudomonas sp. DR48,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
S,2871165,                        Flavobacterium sp. CHNK8,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
S,2871169,                    Stenotrophomonas forensis,0.0,0.01,0.0,0.01,0.01,,,,,,,,,,,0.01,0.01,0.01,0.0,0.01,0.01,0.01,,0.0,,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,,,,,,,,0.0,0.0,0.01
S,2871170,                    Cellulomonas sp. C5510,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
S,2871174,                    Stenotrophomonas sp. DR822,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,0.0
S,2871493,                    Pseudomonas sp. SC3(2021),,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2871671,                Spongiactinospora,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
G1,2871672,                  unclassified Spongiactinospora,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
S,2871688,                    Acinetobacter sp. AS23,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
S,2871820,                  Shinella oryzae,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0
S,2872154,                  Nocardioides coralli,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01
G,2872156,                Methyloradius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,
S,2872158,                    Halobaculum rubrum,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2872591,                  Oricola indica,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
S,2872646,                    Caenibius sp. WL,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
S,2872652,                  Sphingomonas nostoxanthinifaciens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2872754,                    Endozoicomonas sp. 4G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
S,2874213,                      Oxynema aestuarii,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0
G,2874214,                Terrihabitans,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,
S,2874282,                  Metabacillus dongyingensis,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,
S,2875539,                      Arachidicoccus terrestris,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,
S,2875540,                      Ferruginibacter albus,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
S,2875706,                  Streptomyces gobiensis,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,
S,2875729,                    Leucobacter sp. Psy1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
S,2875948,                    Microbacterium sp. cx-55,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
S,2875962,                    Candidatus Sulfidibacterium hydrothermale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,
S,2877527,                  Blautia parvula,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2877939,                    Vogesella sp. XCS3,,0.0,,,0.0,,,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0
S,2878150,                    Caballeronia sp. Lep1P3,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0
S,2878151,                    Caballeronia sp. SL2Y3,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2878152,                    Caballeronia sp. Sq4a,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
S,2878153,                    Caballeronia sp. TF1N1,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,,0.0
S,2878255,                        Cyanobacterium sp. DS4,,,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0
S,2878388,                  Streptomyces marincola,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,
S,2878534,                        Kaistella polysaccharea,0.0,0.0,,,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,0.0,0.0
S,2878542,                    Sphingobium sp. CFD-2,0.05,0.04,0.05,0.09,0.06,0.05,0.04,0.04,0.05,0.05,0.06,0.04,,,,0.03,0.02,0.02,0.06,0.06,0.05,0.04,0.06,0.03,0.08,0.05,0.06,0.01,0.01,0.01,0.03,0.04,0.04,0.03,0.01,0.02,0.03,0.03,0.03,0.06,0.06,0.03,0.03
S,2878545,                    Sphingobium sp. CFD-1,0.07,0.09,0.07,0.03,0.03,0.07,0.12,0.09,0.14,0.14,0.07,0.15,0.05,0.02,0.02,0.04,0.05,0.04,0.06,0.04,0.05,0.08,0.09,0.09,0.08,0.06,0.08,0.01,0.01,0.01,0.05,0.04,0.06,0.05,0.04,0.05,0.05,0.06,0.05,0.1,0.08,0.07,0.05
S,2878680,                      Natrinema sp. DC36,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
S,2879116,                    Pseudochrobactrum sp. XF203,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
S,2879617,                    Arthrobacter sp. FW305-BF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2879618,                    Arthrobacter sp. FW306-2-2C-D06B,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,0.0,
S,2879619,                    Arthrobacter sp. FW306-04-A,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,,
S,2879620,                    Arthrobacter sp. FW306-05-C,0.03,0.05,0.02,,,,0.01,,,,0.01,,,0.02,0.01,0.02,0.03,0.05,,,,,,,,,,0.08,0.1,0.08,0.01,0.01,,,,,0.01,,,0.01,,0.02,
S,2879621,                    Arthrobacter sp. FW306-06-A,0.03,0.05,0.05,,,,0.01,,0.01,,,0.02,0.02,0.01,0.02,0.04,0.04,0.04,,,,0.0,,,,,0.01,0.09,0.11,0.11,0.02,0.01,0.01,0.01,,,0.01,,0.01,0.0,0.01,0.01,0.02
S,2879622,                    Arthrobacter sp. FW306-07-I,,0.01,0.01,,,,0.01,,,,,,,0.02,0.02,,0.01,0.01,,,,,,,,,,0.02,0.03,0.01,,,,,,,,,,,0.01,0.01,
S,2879846,                  Streptomyces halobius,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2879938,                          Chryseobacterium sp. MEBOG06,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
S,2879939,                          Chryseobacterium sp. MEBOG07,0.01,0.01,0.0,,,,,,,,,,,,,0.01,0.01,0.0,,,,0.0,,,,,,0.01,0.01,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0
S,2880218,                    Paraburkholderia sp. D15,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,
S,2880221,                    Mesobacillus sp. S13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
S,2880260,                  Antiquaquibacter oligotrophicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
S,2880651,                  Pseudodesulfovibrio thermohalotolerans,0.0,,,,,0.0,0.0,0.0,,,,,,0.01,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
G1,2880931,                  unclassified Lichenihabitans,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
S,2880932,                    Lichenihabitans sp. PAMC28606,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
S,2880933,                  Streptomyces longhuiensis,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
S,2880934,                    Mesorhizobium sp. PAMC28654,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2881056,                    Demequina sp. TMPB413,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
S,2881234,                  Abyssibius alkaniclasticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,2881377,              Pseudanabaenales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,2881378,                Thermosynechococcaceae,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,
F,2881426,                Prochlorococcaceae,0.02,0.02,0.03,0.03,0.05,0.05,0.04,0.05,0.05,0.09,0.07,0.07,0.23,0.23,0.24,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.02,0.02,0.02,0.04,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04
G,2881427,                  Parasynechococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
S,2881428,                    Parasynechococcus marenigrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
S,2883075,                    Vibrio sp. LQ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
S,2883100,                    Pseudosulfitobacter sp. DSM 107133,0.03,0.03,0.04,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.04,0.04
G,2883109,                Sandaracinobacteroides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2883126,                  Microvirga roseola,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,0.0
S,2883127,                    Sulfitobacter sp. DSM 110093,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,
S,2883205,                    Pseudomonas sp. L5B5,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
G,2883512,                Citrifermentans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
S,2884022,                  Capillimicrobium parvum,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.04,0.06,0.08,0.06,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.01,0.02,0.01,0.02
S,2884263,                  Dermatobacter hominis,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.04,0.03,0.04,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01
S,2884264,                    Nocardioides sp. Kera G14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
S,2884455,                    Cupriavidus sp. MP-37,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
S,2884805,                    Pseudomonas sp. HN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
S,2884874,                  Thermomonas paludicola,0.04,0.03,0.02,0.05,0.04,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.1,0.09,0.09,0.05,0.07,0.06,0.04,0.04,0.03,0.03,0.03,0.04,0.06,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04
S,2884876,                    Haladaptatus salinisoli,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2885079,                  Methylocystis iwaonis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,2885633,                        Flavobacterium sp. N1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,2885697,                Gephyromycinifex,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
S,2886046,                    Marinobacter sp. AN1,0.05,0.05,0.04,0.38,0.31,0.3,0.24,0.28,0.31,0.11,0.11,0.1,0.01,0.01,0.01,0.04,0.04,0.04,0.32,0.34,0.29,0.35,0.37,0.46,0.25,0.24,0.22,0.02,0.02,0.02,0.24,0.31,0.32,0.32,0.33,0.32,0.32,0.26,0.3,0.26,0.26,0.3,0.31
G,2886347,                  Allocoleopsis,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
S,2886352,                    Allocoleopsis franciscana,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
S,2886359,                    Stenotrophomonas sp. SI-NJAU-1,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
S,2886360,                    Pseudomonas sp. HN2-3,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2886361,                    Pseudomonas sp. HN8-3,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,
F,2886822,              Desulfocapsaceae,,,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0
G,2886823,                Desulfosediminicola,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,
S,2886935,                  Arthrobacter caoxuetaonis,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
S,2886936,                  Arthrobacter zhangbolii,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
