taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_species.report,W133-25PVC-2-17_kraken2_bracken_species.report,W132-25PVC-1-17_kraken2_bracken_species.report,W131-25PET-3-17_kraken2_bracken_species.report,W130-25PET-2-17_kraken2_bracken_species.report,W129-25PET-1-17_kraken2_bracken_species.report,W128-25PE0.6-3-17_kraken2_bracken_species.report,W127-25PE0.6-2-17_kraken2_bracken_species.report,W126-25PE0.6-1-17_kraken2_bracken_species.report,W125-25S-3-17_kraken2_bracken_species.report,W124-25S-2-17_kraken2_bracken_species.report,W123-25S-1-17_kraken2_bracken_species.report,Q66-25S-3-0_kraken2_bracken_species.report,Q65-25S-2-0_kraken2_bracken_species.report,Q64-25S-1-0_kraken2_bracken_species.report,Q63-25PVC-3-11_kraken2_bracken_species.report,Q62-25PVC-2-11_kraken2_bracken_species.report,Q61-25PVC-1-11_kraken2_bracken_species.report,Q60-25PET-3-11_kraken2_bracken_species.report,Q59-25PET-2-11_kraken2_bracken_species.report,Q58-25PET-1-11_kraken2_bracken_species.report,Q57-25PE0.6-3-11_kraken2_bracken_species.report,Q56-25PE0.6-2-11_kraken2_bracken_species.report,Q55-25PE0.6-1-11_kraken2_bracken_species.report,Q54-25S-3-11_kraken2_bracken_species.report,Q53-25S-2-11_kraken2_bracken_species.report,Q52-25S-1-11_kraken2_bracken_species.report,Q51-25PVC-3-3_kraken2_bracken_species.report,Q50-25PVC-2-3_kraken2_bracken_species.report,Q49-25PVC-1-3_kraken2_bracken_species.report,Q48-25PET-3-3_kraken2_bracken_species.report,Q47-25PET-2-3_kraken2_bracken_species.report,Q46-25PET-1-3_kraken2_bracken_species.report,Q45-25PE0.6-3-3_kraken2_bracken_species.report,Q44-25PE0.6-2-3_kraken2_bracken_species.report,Q43-25PE0.6-1-3_kraken2_bracken_species.report,Q42-25S-3-3_kraken2_bracken_species.report,Q41-25S-2-3_kraken2_bracken_species.report,Q40-25S-1-3_kraken2_bracken_species.report,Q34-25PE0.1-2-11_kraken2_bracken_species.report,Q33-25PE0.1-1-11_kraken2_bracken_species.report,Q32-25PE0.1-2-3_kraken2_bracken_species.report,Q31-25PE0.1-1-3_kraken2_bracken_species.report
S,2862460,                    Dactylosporangium sp. AC04546,10.0,16.0,,20.0,20.0,,9.0,14.0,12.0,21.0,13.0,27.0,57.0,38.0,46.0,,,,17.0,,18.0,18.0,,11.0,12.0,25.0,13.0,11.0,14.0,31.0,18.0,19.0,35.0,9.0,15.0,,17.0,27.0,21.0,,22.0,16.0,6.0
S,2862509,                      Paracrocinitomix mangrovi,7.0,7.0,18.0,,19.0,4.0,,,,,,,2.0,,3.0,,19.0,19.0,,8.0,11.0,,,,,,,,,,,3.0,,2.0,,,,,,,,,
G,2862745,                Pseudobdellovibrio,,,,,,,46.0,114.0,177.0,53.0,4.0,,17.0,6.0,5.0,,,,,2.0,2.0,108.0,293.0,234.0,7.0,7.0,,,,,,,,7.0,,,,,,18.0,24.0,4.0,
G1,2862746,                  unclassified Pseudobdellovibrio,,,,,,,46.0,112.0,177.0,51.0,4.0,,5.0,2.0,,,,,,,,108.0,293.0,234.0,7.0,7.0,,,,,,,,7.0,,,,,,18.0,24.0,4.0,
S,2862866,                    Agrobacterium cucumeris,28.0,,,120.0,,,56.0,,49.0,,,,,84.0,,41.0,27.0,18.0,26.0,53.0,63.0,37.0,,29.0,,,,,14.0,,,,,61.0,,38.0,,,,46.0,,27.0,30.0
S,2862869,                    Horticoccus luteus,14.0,15.0,34.0,24.0,68.0,64.0,58.0,90.0,55.0,103.0,85.0,67.0,91.0,51.0,81.0,6.0,10.0,19.0,33.0,32.0,8.0,62.0,29.0,13.0,48.0,30.0,21.0,,10.0,10.0,43.0,30.0,18.0,14.0,23.0,19.0,26.0,19.0,30.0,29.0,30.0,22.0,43.0
S,2862880,                    Curtobacterium sp. TC1,,,,,,,,,,,,,103.0,28.0,63.0,,,,,10.0,13.0,,,,26.0,,15.0,,,,,9.0,,,,,12.0,,,,,,
S,2862945,                    Pseudomonas sp. ArH3a,93.0,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,98.0,,,,
S,2864040,                          Chryseobacterium sp. LJ668,,,3.0,,,,,,,,,,,,,8.0,13.0,8.0,,,,,,,,,,40.0,39.0,30.0,,,,,,,,,6.0,,,5.0,11.0
S,2864101,                    Pseudomonas sp. So3.2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,
S,2864102,                    Pseudochrobactrum sp. Wa41.01b-1,,17.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,35.0,21.0,47.0,15.0,,,,,,,,,,15.0,
S,2864201,                      Aureispira anguillae,,,,,,,,,,,,,12.0,,,,,6.0,,,19.0,,,,,,,,,,,,,,,,,9.0,,,,,
F,2864377,              Carbonactinosporaceae,37.0,22.0,43.0,,,34.0,104.0,,26.0,48.0,36.0,52.0,89.0,77.0,31.0,11.0,11.0,16.0,20.0,23.0,16.0,24.0,25.0,,41.0,33.0,,60.0,24.0,41.0,30.0,12.0,22.0,38.0,45.0,34.0,60.0,30.0,62.0,25.0,15.0,,41.0
G,2864378,                Carbonactinospora,37.0,22.0,43.0,,,34.0,104.0,,26.0,48.0,36.0,52.0,89.0,77.0,31.0,11.0,11.0,16.0,20.0,23.0,16.0,24.0,25.0,,41.0,33.0,,60.0,24.0,41.0,30.0,12.0,22.0,38.0,45.0,34.0,60.0,30.0,62.0,25.0,15.0,,41.0
S,2865112,                  Agrilutibacter terrestris,2080.0,2506.0,1785.0,1790.0,1257.0,988.0,868.0,600.0,510.0,582.0,406.0,563.0,386.0,279.0,296.0,8009.0,6107.0,6884.0,2441.0,2071.0,2031.0,1754.0,1416.0,1229.0,810.0,697.0,909.0,15086.0,16333.0,10623.0,3731.0,4004.0,2996.0,3089.0,1841.0,2008.0,1106.0,1446.0,1022.0,1562.0,1391.0,4001.0,3462.0
S,2865673,                  Streptomyces akebiae,38.0,37.0,56.0,36.0,15.0,37.0,21.0,44.0,44.0,164.0,95.0,87.0,210.0,165.0,128.0,24.0,12.0,18.0,13.0,19.0,13.0,33.0,,59.0,21.0,93.0,42.0,40.0,13.0,29.0,29.0,20.0,26.0,32.0,34.0,84.0,88.0,69.0,25.0,41.0,20.0,38.0,
S,2865832,                    Amycolatopsis sp. DSM 110486,,30.0,24.0,26.0,,,,24.0,,,,39.0,,,48.0,20.0,,13.0,19.0,,,,,20.0,,17.0,,28.0,,26.0,,,,,56.0,31.0,,,,31.0,,,
S,2865833,                    Pseudonocardia sp. DSM 110487,8.0,27.0,14.0,34.0,42.0,22.0,30.0,21.0,29.0,37.0,18.0,53.0,86.0,56.0,52.0,19.0,,19.0,15.0,20.0,7.0,38.0,32.0,13.0,21.0,14.0,30.0,19.0,21.0,24.0,15.0,14.0,38.0,44.0,27.0,20.0,55.0,51.0,44.0,10.0,33.0,22.0,53.0
S,2865837,                    Mesorhizobium sp. AR02,20.0,,,,80.0,65.0,,,29.0,,77.0,,79.0,55.0,65.0,,9.0,29.0,52.0,,,19.0,20.0,29.0,64.0,41.0,22.0,,,34.0,26.0,30.0,69.0,,26.0,29.0,,49.0,60.0,90.0,55.0,52.0,81.0
S,2865838,                    Mesorhizobium sp. AR07,82.0,60.0,55.0,52.0,66.0,45.0,115.0,83.0,109.0,142.0,94.0,116.0,161.0,136.0,117.0,43.0,21.0,24.0,40.0,63.0,22.0,89.0,48.0,67.0,62.0,104.0,38.0,61.0,122.0,53.0,90.0,42.0,27.0,26.0,45.0,90.0,43.0,39.0,53.0,53.0,86.0,121.0,108.0
S,2865839,                    Mesorhizobium sp. AR10,61.0,,78.0,211.0,198.0,84.0,163.0,191.0,92.0,33.0,524.0,130.0,618.0,456.0,220.0,16.0,16.0,82.0,68.0,33.0,36.0,22.0,22.0,56.0,48.0,68.0,97.0,164.0,172.0,267.0,137.0,74.0,30.0,92.0,93.0,108.0,106.0,149.0,109.0,111.0,44.0,113.0,91.0
S,2865840,                  Deefgea tanakiae,13.0,14.0,11.0,,,,,,,,,,12.0,14.0,23.0,13.0,17.0,7.0,,,,,,,,11.0,,17.0,42.0,27.0,21.0,,26.0,11.0,,,12.0,19.0,10.0,,,9.0,
S,2866162,                    Actomonas aquatica,6.0,7.0,18.0,13.0,20.0,19.0,28.0,25.0,9.0,20.0,18.0,14.0,38.0,10.0,26.0,3.0,5.0,5.0,7.0,7.0,10.0,,8.0,,13.0,12.0,10.0,3.0,10.0,10.0,16.0,12.0,7.0,13.0,10.0,6.0,13.0,16.0,18.0,8.0,14.0,5.0,27.0
S,2866201,                    Enterobacter sp. Colony194,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,
S,2866279,                  Roseibium porphyridii,,,,,,,,,,,,,,,,,,23.0,,,,,37.0,,,,,,38.0,,,,,,,,,,,,,39.0,
S,2866282,                    Pseudomonas sp. PS1(2021),,3969.0,2374.0,,,,,,,,,,,,,1481.0,,,,,,,,,,,,3091.0,2100.0,4928.0,,,,,,,,,,,,,
S,2866311,                      Ruficoccus sp. ZRK36,3.0,,,5.0,,,,,,,,14.0,55.0,,,,,3.0,,,,,,,7.0,,,,,,4.0,8.0,,,5.0,,,,,10.0,,,5.0
S,2866573,                    Cardiobacterium sp. Marseille-Q4385,3.0,,,,,,7.0,,6.0,,,,,,11.0,,,,8.0,,4.0,,,,4.0,,,3.0,,,,,,,,,8.0,5.0,5.0,,,,
S,2866627,                      Hydrogenibacillus sp. N12,,3.0,,,,,,,3.0,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,3.0,
S,2866628,                    Diaphorobacter sp. MNS-0,,369.0,469.0,,608.0,846.0,,,,,,,,1679.0,,,341.0,163.0,1293.0,,375.0,,,617.0,,,,162.0,490.0,,,,,,,541.0,,,863.0,,471.0,483.0,
S,2866715,                    Streptomyces sp. BHT-5-2,,,,,,,,,,,,,199.0,,146.0,,,,,,,,,,,65.0,,,,,,,,,,65.0,,,,,,47.0,122.0
S,2866807,                    Pseudomonas sp. MM213,,,,,,,,,,,,,,85.0,,,9.0,,15.0,,,,,,,,,96.0,36.0,529.0,,,,,,,,,,,,,
S,2866808,                    Pseudomonas sp. MM211,,,,,,,,,11.0,,,,,,,,,,,,,,27.0,15.0,,,,3.0,,3.0,,,,,,,,,,,,,
S,2866810,                    Paenibacillus sp. PSB04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,
S,2867005,                    Mycobacterium sp. IDR2000157661,,,,,,14.0,,,16.0,,16.0,,14.0,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2867010,                    Aliiroseovarius sp. M344,18.0,7.0,11.0,7.0,,,,,,8.0,,,,10.0,22.0,,,6.0,17.0,,,,,,,,,9.0,,,,,,,,11.0,,,,,11.0,,7.0
S,2867011,                    Jannaschia sp. M317,6.0,13.0,21.0,10.0,,8.0,,,7.0,13.0,13.0,8.0,7.0,,,17.0,20.0,29.0,,8.0,6.0,13.0,8.0,18.0,,7.0,,5.0,30.0,11.0,9.0,,,12.0,9.0,13.0,8.0,9.0,6.0,,23.0,13.0,17.0
S,2867012,                    Jannaschia sp. W003,9.0,30.0,14.0,10.0,17.0,20.0,,8.0,,14.0,7.0,9.0,11.0,16.0,17.0,13.0,21.0,14.0,5.0,9.0,6.0,16.0,,9.0,7.0,15.0,15.0,5.0,16.0,11.0,13.0,12.0,7.0,,9.0,6.0,12.0,10.0,,13.0,20.0,10.0,27.0
S,2867013,                    Leisingera sp. M523,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,42.0,,27.0,,,,,,,
S,2867014,                    Leisingera sp. M527,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2867016,                    Leisingera sp. S132,43.0,30.0,14.0,27.0,,,18.0,20.0,28.0,36.0,29.0,,21.0,,,28.0,43.0,24.0,61.0,12.0,,33.0,21.0,21.0,,26.0,15.0,18.0,35.0,22.0,13.0,15.0,24.0,,,17.0,,15.0,21.0,23.0,47.0,51.0,23.0
S,2867020,                    Ruegeria sp. B32,12.0,,,,,8.0,8.0,,8.0,,11.0,,,10.0,,8.0,,,11.0,,,8.0,11.0,,,,,9.0,,,13.0,,,,,,,,,24.0,8.0,,
S,2867021,                    Sulfitobacter sp. M368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
S,2867022,                    Sulfitobacter sp. S190,,,,7.0,,,,,,,,,,,,10.0,,,,,6.0,10.0,,,10.0,,,,,20.0,6.0,12.0,,6.0,,,,,6.0,,6.0,,6.0
S,2867023,                    Sulfitobacter sp. S223,4.0,,6.0,4.0,,,,4.0,,,,,,,,7.0,7.0,11.0,,,3.0,4.0,8.0,,,6.0,,,,,3.0,,,,,,,,,,,9.0,
S,2867025,                    Sulfitobacter sp. W027,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,16.0,18.0,,,,12.0,8.0,6.0,,
G1,2867121,                  Streptomyces violaceoruber group,,221.0,25.0,389.0,304.0,,,613.0,,,,203.0,109.0,362.0,,,,,,,,203.0,,,311.0,,,326.0,31.0,507.0,,,196.0,258.0,189.0,252.0,,198.0,222.0,,217.0,,459.0
S,2867231,                  Qipengyuania gelatinilytica,619.0,518.0,588.0,190.0,184.0,167.0,552.0,626.0,527.0,449.0,357.0,376.0,20.0,22.0,,585.0,821.0,715.0,541.0,399.0,504.0,732.0,680.0,609.0,416.0,603.0,606.0,218.0,331.0,347.0,518.0,773.0,707.0,629.0,503.0,486.0,353.0,410.0,359.0,652.0,635.0,845.0,438.0
S,2867233,                  Qipengyuania aurantiaca,2668.0,2169.0,2042.0,230.0,247.0,165.0,2113.0,1911.0,2570.0,1635.0,1547.0,1576.0,67.0,40.0,74.0,2819.0,3847.0,3320.0,1775.0,813.0,1321.0,2412.0,2191.0,2427.0,1990.0,2137.0,2011.0,1704.0,1906.0,1741.0,2441.0,3173.0,2655.0,2335.0,2126.0,2252.0,1362.0,1519.0,1493.0,2284.0,2218.0,3331.0,2052.0
S,2867236,                  Qipengyuania xiapuensis,1549.0,1377.0,1069.0,367.0,155.0,247.0,786.0,1093.0,1220.0,656.0,491.0,585.0,90.0,,,1460.0,1771.0,1718.0,1557.0,1031.0,1298.0,1447.0,1233.0,978.0,695.0,1072.0,1478.0,888.0,732.0,824.0,1121.0,1984.0,2006.0,1411.0,1379.0,1239.0,949.0,697.0,798.0,856.0,971.0,1557.0,1147.0
S,2867238,                  Qipengyuania psychrotolerans,122.0,112.0,121.0,66.0,61.0,62.0,79.0,119.0,144.0,118.0,101.0,126.0,23.0,14.0,,146.0,160.0,185.0,172.0,115.0,163.0,210.0,144.0,127.0,140.0,127.0,98.0,60.0,116.0,90.0,200.0,255.0,205.0,211.0,214.0,128.0,104.0,148.0,105.0,154.0,166.0,286.0,175.0
S,2867264,                  Pseudomonas phytophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,
F,2867375,              Desulfallaceae,,,,3.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,7.0,,,5.0
G,2867376,                Desulfoscipio,,,,3.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,7.0,,,5.0
S,2867408,                    Pseudomonas sp. 3-2,,31.0,25.0,,,,,,,,,,,,,,33.0,,,,,,,,,,,51.0,85.0,28.0,,,,,,,,,,,,,
S,2867410,                  Streptomyces profundus,,,,,,,,,,,,,,10.0,,3.0,,,,,,,,,,,,,,,,,,5.0,,,,,7.0,,,,
S,2870339,                  Ottowia caeni,44.0,58.0,208.0,179.0,124.0,140.0,390.0,323.0,215.0,349.0,312.0,249.0,1176.0,823.0,1331.0,25.0,73.0,102.0,202.0,108.0,62.0,202.0,106.0,108.0,113.0,92.0,46.0,36.0,79.0,69.0,217.0,162.0,149.0,208.0,241.0,228.0,218.0,211.0,208.0,123.0,167.0,195.0,365.0
S,2870346,                    Enterobacter sp. C2,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,
S,2870563,                      Methanobrevibacter sp. TLL-48-HuF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
G,2870712,                Pararoseomonas,51.0,73.0,117.0,69.0,98.0,88.0,104.0,85.0,40.0,56.0,116.0,111.0,174.0,238.0,260.0,23.0,24.0,54.0,73.0,55.0,47.0,112.0,82.0,45.0,74.0,72.0,65.0,64.0,90.0,103.0,99.0,35.0,89.0,46.0,67.0,104.0,55.0,81.0,132.0,63.0,88.0,81.0,167.0
G1,2870718,                  unclassified Pararoseomonas,51.0,73.0,117.0,69.0,98.0,88.0,104.0,85.0,40.0,56.0,116.0,111.0,174.0,238.0,260.0,23.0,24.0,54.0,73.0,55.0,47.0,112.0,82.0,45.0,74.0,72.0,65.0,64.0,90.0,103.0,99.0,35.0,89.0,46.0,67.0,104.0,55.0,81.0,132.0,63.0,88.0,81.0,167.0
S,2870839,                      Flavobacterium agricola,,,,,,,,,,,,,,,26.0,,20.0,,,,,,,,,,,4.0,7.0,3.0,11.0,,23.0,,,,,,,,,12.0,15.0
S,2870840,                    Pseudomonas sp. DR208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,
S,2870860,                    Pseudomonas sp. DNDY-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,
S,2871095,                    Pseudomonas sp. DR48,,,30.0,,,,,,,,,,,,,23.0,,,,,,,,,,,,41.0,17.0,121.0,,,,,,,,,,,,,
S,2871165,                        Flavobacterium sp. CHNK8,62.0,99.0,90.0,372.0,766.0,933.0,142.0,214.0,362.0,526.0,306.0,334.0,1347.0,1150.0,1159.0,96.0,125.0,193.0,264.0,213.0,534.0,140.0,158.0,337.0,193.0,152.0,522.0,738.0,921.0,847.0,626.0,509.0,435.0,262.0,333.0,189.0,156.0,139.0,198.0,194.0,146.0,489.0,493.0
S,2871169,                    Stenotrophomonas forensis,272.0,548.0,183.0,533.0,303.0,,,,,,,,,,,614.0,978.0,653.0,340.0,322.0,471.0,449.0,,231.0,,251.0,263.0,791.0,241.0,320.0,405.0,230.0,262.0,,,,,,,,240.0,210.0,418.0
S,2871170,                    Cellulomonas sp. C5510,,,,,,,,,,,,,53.0,,,,,,,,,,,,,19.0,,,,,,,,,,21.0,,,,,,,
S,2871174,                    Stenotrophomonas sp. DR822,,,45.0,,,,,,,,,,,,,,37.0,37.0,,,,,,,,,,212.0,69.0,,,,,58.0,,,,,,,,,60.0
S,2871493,                    Pseudomonas sp. SC3(2021),,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2871671,                Spongiactinospora,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,
G1,2871672,                  unclassified Spongiactinospora,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,
S,2871688,                    Acinetobacter sp. AS23,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,16.0,39.0,18.0,,,,,,,,,,,,,
S,2871820,                  Shinella oryzae,,,12.0,,,,20.0,,,,,,,,,7.0,,12.0,,13.0,,,,,,,,8.0,18.0,8.0,,,,,,,,,,,,,14.0
S,2872154,                  Nocardioides coralli,379.0,446.0,538.0,402.0,305.0,281.0,462.0,447.0,314.0,345.0,331.0,406.0,451.0,328.0,310.0,440.0,330.0,531.0,444.0,311.0,285.0,320.0,147.0,252.0,255.0,276.0,342.0,846.0,853.0,984.0,394.0,363.0,359.0,336.0,331.0,311.0,306.0,310.0,204.0,423.0,354.0,463.0,434.0
G,2872156,                Methyloradius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,5.0,,,
S,2872158,                    Halobaculum rubrum,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2872591,                  Oricola indica,19.0,29.0,22.0,66.0,36.0,,56.0,21.0,29.0,44.0,47.0,49.0,90.0,58.0,63.0,20.0,20.0,16.0,45.0,26.0,18.0,21.0,,20.0,39.0,15.0,41.0,10.0,21.0,36.0,56.0,,33.0,27.0,21.0,36.0,31.0,47.0,57.0,43.0,,24.0,50.0
S,2872646,                    Caenibius sp. WL,382.0,316.0,291.0,612.0,567.0,719.0,568.0,651.0,593.0,647.0,523.0,487.0,47.0,54.0,50.0,375.0,433.0,427.0,834.0,663.0,953.0,943.0,785.0,718.0,632.0,824.0,755.0,168.0,129.0,134.0,470.0,587.0,604.0,573.0,505.0,540.0,403.0,387.0,437.0,780.0,810.0,655.0,497.0
S,2872652,                  Sphingomonas nostoxanthinifaciens,58.0,78.0,66.0,45.0,48.0,68.0,31.0,45.0,53.0,29.0,27.0,36.0,19.0,,9.0,94.0,135.0,96.0,82.0,86.0,89.0,93.0,66.0,52.0,64.0,84.0,73.0,53.0,58.0,39.0,55.0,65.0,53.0,50.0,48.0,41.0,53.0,56.0,42.0,107.0,56.0,91.0,53.0
S,2872754,                    Endozoicomonas sp. 4G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,
S,2874213,                      Oxynema aestuarii,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0
G,2874214,                Terrihabitans,14.0,,4.0,6.0,,,20.0,,,,18.0,,36.0,15.0,15.0,,3.0,,,,,4.0,,,,,7.0,,10.0,,6.0,,,8.0,6.0,,,14.0,10.0,11.0,,,
S,2874282,                  Metabacillus dongyingensis,,,,,,,,,70.0,,,,,,,,,,,,,78.0,,,,,48.0,,,43.0,,,53.0,,,,,,,,,,
S,2875539,                      Arachidicoccus terrestris,,15.0,16.0,24.0,22.0,17.0,,13.0,,20.0,,,,,,,,,19.0,29.0,,,19.0,14.0,13.0,19.0,,,11.0,8.0,18.0,12.0,15.0,,,,13.0,30.0,12.0,,13.0,11.0,
S,2875540,                      Ferruginibacter albus,57.0,78.0,45.0,250.0,277.0,306.0,226.0,184.0,250.0,312.0,247.0,284.0,94.0,82.0,75.0,30.0,63.0,89.0,253.0,314.0,371.0,299.0,255.0,300.0,329.0,335.0,337.0,20.0,27.0,52.0,287.0,353.0,365.0,357.0,365.0,256.0,297.0,307.0,280.0,217.0,214.0,304.0,169.0
S,2875706,                  Streptomyces gobiensis,,,,,,,,,,,14.0,,,,,,,,,,,,,,,11.0,,6.0,,,,,,,,,,,,,,,
S,2875729,                    Leucobacter sp. Psy1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
S,2875948,                    Microbacterium sp. cx-55,,,3.0,,,5.0,5.0,,9.0,,,,14.0,,,,,4.0,6.0,4.0,8.0,10.0,,7.0,15.0,18.0,12.0,3.0,3.0,,8.0,4.0,,,10.0,11.0,,6.0,6.0,13.0,4.0,,6.0
S,2875962,                    Candidatus Sulfidibacterium hydrothermale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,
S,2877527,                  Blautia parvula,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2877939,                    Vogesella sp. XCS3,,40.0,,,39.0,,,,31.0,,,,61.0,31.0,,,,,,,,,,,19.0,24.0,,,,38.0,19.0,,17.0,,20.0,,,,,,,,23.0
S,2878150,                    Caballeronia sp. Lep1P3,,,,,18.0,19.0,22.0,21.0,20.0,,25.0,33.0,18.0,26.0,18.0,,,,20.0,,,14.0,25.0,11.0,23.0,,,,,13.0,9.0,14.0,35.0,,,16.0,23.0,22.0,37.0,15.0,,,24.0
S,2878151,                    Caballeronia sp. SL2Y3,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2878152,                    Caballeronia sp. Sq4a,,,,,,,17.0,,,,,,22.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
S,2878153,                    Caballeronia sp. TF1N1,,16.0,,22.0,,,16.0,20.0,14.0,,12.0,,31.0,,,12.0,16.0,,16.0,7.0,21.0,,,19.0,26.0,7.0,15.0,12.0,3.0,,,,,11.0,16.0,,,9.0,26.0,,,,11.0
S,2878255,                        Cyanobacterium sp. DS4,,,8.0,,4.0,,,5.0,,8.0,6.0,,40.0,34.0,21.0,,5.0,,3.0,,11.0,,9.0,,9.0,5.0,,8.0,5.0,,11.0,6.0,11.0,6.0,,12.0,,25.0,11.0,10.0,,11.0,19.0
S,2878388,                  Streptomyces marincola,5.0,,,,,,,,,,,17.0,,24.0,,,,,,,,,,,9.0,,,,,,,,,,8.0,8.0,10.0,,,,,,
S,2878534,                        Kaistella polysaccharea,5.0,3.0,,,6.0,6.0,,,,,,,,,,24.0,21.0,6.0,10.0,,5.0,,,,,,,28.0,64.0,32.0,9.0,16.0,,,,,,,4.0,,,7.0,7.0
S,2878542,                    Sphingobium sp. CFD-2,3505.0,2938.0,3170.0,5312.0,2968.0,2848.0,2394.0,2244.0,2869.0,2554.0,2654.0,1597.0,,,,2602.0,2262.0,2030.0,4026.0,3547.0,3553.0,3286.0,3961.0,2241.0,4822.0,3245.0,3511.0,799.0,1080.0,852.0,2214.0,3146.0,2877.0,2137.0,987.0,1083.0,1934.0,1723.0,1640.0,4004.0,3900.0,2620.0,1852.0
S,2878545,                    Sphingobium sp. CFD-1,4523.0,5870.0,4502.0,1590.0,1825.0,3765.0,7481.0,5133.0,7855.0,6916.0,2984.0,6577.0,1989.0,633.0,703.0,3982.0,4645.0,3294.0,4251.0,2650.0,3657.0,6393.0,5932.0,6079.0,4311.0,3995.0,5104.0,1160.0,1470.0,1156.0,3747.0,3221.0,4518.0,3465.0,2989.0,2774.0,3040.0,3235.0,3106.0,6882.0,5291.0,5507.0,3386.0
S,2878680,                      Natrinema sp. DC36,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,
S,2879116,                    Pseudochrobactrum sp. XF203,,,,,,,,,,,,,148.0,,,60.0,36.0,,,,,,,,,,,66.0,64.0,25.0,,,,,,,,,,,,,
S,2879617,                    Arthrobacter sp. FW305-BF8,115.0,220.0,77.0,44.0,34.0,50.0,33.0,80.0,,31.0,,76.0,339.0,63.0,118.0,132.0,89.0,89.0,35.0,47.0,15.0,23.0,,,22.0,,34.0,254.0,355.0,216.0,80.0,42.0,35.0,45.0,34.0,20.0,29.0,22.0,27.0,39.0,32.0,32.0,122.0
S,2879618,                    Arthrobacter sp. FW306-2-2C-D06B,9.0,19.0,9.0,,,,,,,,,,48.0,46.0,34.0,39.0,66.0,33.0,11.0,,,,,,,,,84.0,74.0,50.0,11.0,,,,,,14.0,,,,23.0,9.0,
S,2879619,                    Arthrobacter sp. FW306-04-A,9.0,29.0,24.0,,,,,,,,,,,,,29.0,15.0,15.0,,,,,,,,,,39.0,26.0,46.0,,,,19.0,,,13.0,,,,,,
S,2879620,                    Arthrobacter sp. FW306-05-C,1954.0,3104.0,1212.0,,,,426.0,,,,474.0,,,852.0,533.0,2269.0,2952.0,4384.0,,,,,,,,,,8332.0,11784.0,8296.0,481.0,419.0,,,,,448.0,,,942.0,,1278.0,
S,2879621,                    Arthrobacter sp. FW306-06-A,1942.0,2995.0,3063.0,,,,449.0,,321.0,,,848.0,697.0,428.0,835.0,3978.0,4038.0,3468.0,,,,270.0,,,,,346.0,8970.0,12498.0,11637.0,1125.0,420.0,383.0,389.0,,,304.0,,764.0,311.0,432.0,991.0,1691.0
